id,name,sex,dob,num_course_taken,career_path_name,hours_to_complete,time_spent_hrs,prcnt_complete,job_category,city,state
3536,Davis Rijnfrank,M,1942-01-26,5.0,frontend engineer,20.0,18.66,0.933,financial services,Woodcrest,Alabama
3537,Otto van Jolenbroek,M,2003-08-29,4.0,frontend engineer,20.0,7.58,0.379,student,Tarlton village,Arkansas
3538,Chad Guerra,M,1995-01-21,2.0,machine learning engineer,35.0,30.58,0.8737142857142857,education,Platinum,Maine
3539,Steve Lijsters,M,1983-06-23,15.0,software engineering,25.0,3.53,0.1412,financial services,Bethel Springs,Louisiana
3540,Jessie de With,F,1971-10-25,12.0,android developer,27.0,24.53,0.9085185185185186,HR,Machias,New Jersey
3541,Isaiah Manning,M,1986-10-31,6.0,machine learning engineer,35.0,24.85,0.7100000000000001,financial services,Woodinville,Alaska
3542,Jerrell van Zeijl,N,1946-11-03,3.0,machine learning engineer,35.0,2.75,0.07857142857142857,financial services,Skagway,Kentucky
3543,Flossie van Boggelen,N,1950-11-23,8.0,data analyst,12.0,12.08,1.0066666666666666,analytics,Millersburg village,New York
3544,Brad Mosley,M,1948-01-22,3.0,data scientist,20.0,3.99,0.1995,software developer,Radersburg,Minnesota
3545,Lucas Mcmillan,M,1957-04-20,7.0,,,,,education,Cresskill borough,Maine
3546,Johnie Groot,M,1948-04-24,3.0,iOS developer,27.0,8.58,0.31777777777777777,financial services,Boonton,Alaska
3547,Rene Stanley,N,1953-11-22,3.0,,,,,analytics,High Hill,Missouri
3548,Azucena Frey,F,1972-04-19,7.0,data analyst,12.0,0.63,0.0525,analytics,Clyman village,Iowa
3549,Cassandra Budding,F,1967-05-21,11.0,frontend engineer,20.0,17.19,0.8595,education,Woods borough,Alaska
3550,Elida Lammers,N,1968-03-04,7.0,data analyst,12.0,2.64,0.22,HR,Spotswood borough,Pennsylvania
3551,Lorine Mullins,N,2004-12-14,15.0,frontend engineer,20.0,3.25,0.1625,student,Silver Springs,Washington
3552,Jillian de Ruiter,F,1955-10-09,8.0,machine learning engineer,35.0,1.46,0.04171428571428571,engineer,Aubrey,Washington
3553,Manuel Ploegh,M,1977-10-09,0.0,data scientist,20.0,15.57,0.7785,analytics,Summerside,Maryland
3554,Tomasa Duarte,F,2002-07-21,1.0,android developer,27.0,0.02,0.0007407407407407407,student,Netarts,Rhode Island
3555,Felisha van Sam,F,1948-03-24,0.0,backend engineer,18.0,0.64,0.035555555555555556,creative,Jefferson borough,Pennsylvania
3556,Gene Daugherty,M,1949-05-26,3.0,data analyst,12.0,8.23,0.6858333333333334,software developer,Smithton borough,West Virginia
3557,Raphael Watkins,M,1948-04-18,11.0,backend engineer,18.0,9.48,0.5266666666666667,engineer,Dunwoody,Iowa
3558,Sunshine van Neure,F,1942-03-27,11.0,data scientist,20.0,8.99,0.4495,financial services,Liberty Hill,Connecticut
3559,Kerry Mees,M,1986-04-01,14.0,ux/ui designer,15.0,11.05,0.7366666666666667,creative,Carol,Ohio
3560,Misti Wintershoven,F,1964-07-10,12.0,machine learning engineer,35.0,13.91,0.3974285714285714,analytics,Hawk Cove,Tennessee
3561,Kirk Schoonderbeek,N,1946-12-22,14.0,frontend engineer,20.0,16.11,0.8055,engineer,Boone,Minnesota
3562,Porter Orr,M,2002-10-04,1.0,android developer,27.0,4.84,0.17925925925925926,student,Loraine,Minnesota
3563,Melvin Santos,N,1947-03-27,1.0,machine learning engineer,35.0,19.44,0.5554285714285715,financial services,Bushong,Georgia
3564,Lester Nixon,M,1974-03-04,7.0,iOS developer,27.0,20.88,0.7733333333333333,creative,Ideal,Tennessee
3565,Eric Mckee,M,1995-04-05,2.0,backend engineer,18.0,3.85,0.2138888888888889,software developer,Gulf Park Estates,Illinois
3566,Mozelle Alston,F,1994-06-25,7.0,,,,,analytics,Lady Lake,Rhode Island
3567,Jacinta Torres,F,1979-06-06,8.0,,,,,creative,Leary,Idaho
3568,Timothy Decker,M,2000-05-08,13.0,frontend engineer,20.0,13.1,0.655,engineer,Boca Del Mar,Michigan
3569,Jan Larsen,M,1969-04-04,6.0,software engineering,25.0,18.06,0.7223999999999999,financial services,Linthicum,Kansas
3570,Karima Graham,F,1955-02-15,14.0,machine learning engineer,35.0,0.75,0.02142857142857143,HR,Clyman village,Wisconsin
3571,Georgiann Booth,N,1961-01-20,9.0,android developer,27.0,16.31,0.604074074074074,HR,Panthersville,Iowa
3572,Darlene Vasquez,F,1987-09-29,3.0,software engineering,25.0,15.42,0.6168,analytics,Kittredge,Delaware
3573,Leanne Phillips,F,1963-10-18,11.0,android developer,27.0,17.6,0.6518518518518519,financial services,Dexter,Indiana
3574,Ernesto Juarez,M,1978-05-08,1.0,frontend engineer,20.0,9.45,0.4725,financial services,Sunny Isles Beach,Utah
3575,Luigi de Kruijff,M,1961-03-12,6.0,data analyst,12.0,2.42,0.20166666666666666,software developer,Amesti,New York
3576,Bradly Avila,M,1972-05-02,12.0,ux/ui designer,15.0,3.68,0.24533333333333335,engineer,Beaver Bay,Kentucky
3577,Stuart Kalt,M,1968-02-27,1.0,android developer,27.0,21.28,0.7881481481481482,engineer,Woodfin,Wyoming
3578,Rhea Hahn,F,1999-11-24,0.0,software engineering,25.0,11.83,0.4732,education,Lake Michigan Beach,Massachusetts
3579,Jacob Teerink,M,1945-11-28,3.0,data engineer,20.0,16.99,0.8494999999999999,engineer,Gunnvillage,Georgia
3580,Donnell van Helten,M,1961-02-26,0.0,frontend engineer,20.0,12.42,0.621,engineer,Murphys,New York
3581,Alden Hall,M,1960-06-15,13.0,data engineer,20.0,6.93,0.3465,education,Monarch Mill,Washington
3582,Lorrie Townsend,F,1982-06-10,7.0,iOS developer,27.0,25.79,0.9551851851851851,software developer,Crooks,Nebraska
3583,Ambrose Mosley,M,1954-12-23,11.0,iOS developer,27.0,14.88,0.5511111111111111,HR,Mobeetie,Colorado
3584,Melvin Felt,N,1987-08-25,11.0,data scientist,20.0,0.47,0.0235,software developer,Lakeland Shores,Vermont
3585,Merle Austin,F,1944-07-30,9.0,machine learning engineer,35.0,30.89,0.8825714285714286,creative,Mountain Iron,Iowa
3586,Ali Pineda,N,1988-07-22,7.0,iOS developer,27.0,2.54,0.09407407407407407,analytics,Excel,Arizona
3587,Renata Goldbaum,F,1951-08-06,9.0,data scientist,20.0,2.56,0.128,software developer,Lime Ridge village,Utah
3588,Jestine de Rek,N,1948-11-12,0.0,data scientist,20.0,0.95,0.0475,engineer,Potomac village,North Carolina
3589,Ashli Velazquez,N,1959-08-16,0.0,iOS developer,27.0,12.46,0.4614814814814815,HR,Potomac,Utah
3590,Darrick Knegjens,M,1965-11-07,10.0,machine learning engineer,35.0,28.95,0.8271428571428571,HR,Spring Valley,Oklahoma
3591,Sabrina Bradford,N,1977-12-10,13.0,frontend engineer,20.0,0.16,0.008,software developer,Tranquillity,Tennessee
3592,Florentino Alvarez,N,1996-06-22,0.0,backend engineer,18.0,0.78,0.043333333333333335,analytics,Montello,Maine
3593,Maryetta Bolton,F,1955-10-25,7.0,ux/ui designer,15.0,15.87,1.058,engineer,Advance,Idaho
3594,Donette Schapestalder,F,1963-09-25,8.0,backend engineer,18.0,14.3,0.7944444444444445,creative,Paducah,Pennsylvania
3595,Johnie Hendrickx,F,1972-08-15,5.0,software engineering,25.0,17.34,0.6936,HR,Bally borough,Nebraska
3596,Clyde Orozco,M,1957-12-20,8.0,,,,,engineer,Bruni,New Mexico
3597,Wilfred de Jong,M,1999-11-05,11.0,data analyst,12.0,1.4,0.11666666666666665,creative,Fort Pierre,Indiana
3598,Amal de Brijn,F,1964-02-11,1.0,ux/ui designer,15.0,4.2,0.28,HR,Fort Gay,Maine
3599,Erik Kelly,M,1965-04-26,7.0,android developer,27.0,10.27,0.38037037037037036,analytics,Bemidji,Alaska
3600,Josette Strickland,F,1962-01-06,0.0,backend engineer,18.0,13.04,0.7244444444444444,financial services,Maryville village,Mississippi
3601,Clay Paul,M,2001-11-05,4.0,ux/ui designer,15.0,5.84,0.3893333333333333,analytics,Brillion,Hawaii
3602,Magen Woods,F,1945-02-12,11.0,data scientist,20.0,10.53,0.5265,creative,Krugerville,Tennessee
3603,Gerardo Beck,M,1962-09-14,12.0,machine learning engineer,35.0,27.17,0.7762857142857144,education,Pell,Delaware
3604,Maggie Kaufman,N,1968-11-25,1.0,data scientist,20.0,5.37,0.2685,HR,Williams borough,Rhode Island
3605,Jani Cline,F,1951-03-15,6.0,machine learning engineer,35.0,25.43,0.7265714285714285,analytics,Monticello village,Washington
3606,Loraine Gaines,F,1979-11-23,5.0,software engineering,25.0,11.96,0.47840000000000005,creative,Flint,Maine
3607,Doyle Immertsen,N,1978-07-01,0.0,ux/ui designer,15.0,15.89,1.0593333333333335,financial services,Piney Point Village,Iowa
3608,Amos Deutschmann,M,1960-08-12,6.0,frontend engineer,20.0,0.87,0.0435,HR,Overbrook,Wisconsin
3609,Damian Zavala,N,1950-08-23,8.0,backend engineer,18.0,15.11,0.8394444444444444,engineer,Elkin,Idaho
3610,Denna Steele,F,1980-04-25,5.0,machine learning engineer,35.0,6.65,0.19,creative,West Perrine,Kansas
3611,Kaye van Malsem,F,1958-05-13,13.0,data scientist,20.0,20.74,1.037,HR,Traver,North Dakota
3612,Lorilee Hampton,F,1983-12-18,2.0,data engineer,20.0,17.13,0.8564999999999999,engineer,Methuen,Alabama
3613,Lisabeth Dillon,F,1953-03-26,0.0,data scientist,20.0,8.68,0.434,financial services,Warrior,New Mexico
3614,Glory van der Horst,F,2001-08-08,8.0,machine learning engineer,35.0,30.51,0.8717142857142858,software developer,Foxfire village,Missouri
3615,Misty Vorberg,F,1997-10-10,4.0,backend engineer,18.0,5.67,0.315,engineer,Victoria,Colorado
3616,Gayla Bailey,F,1991-08-08,3.0,ux/ui designer,15.0,9.18,0.612,financial services,Camp Hill borough,Nebraska
3617,Richard Orincx,M,1954-02-03,8.0,data scientist,20.0,9.73,0.48650000000000004,education,Mineville-Witherbee,Colorado
3618,Gerry Alexander,M,1996-11-29,13.0,frontend engineer,20.0,3.67,0.1835,financial services,Jerome village,Wyoming
3619,Tanika Hughes,F,1992-11-23,14.0,frontend engineer,20.0,2.01,0.10049999999999999,analytics,Yucaipa,Washington
3620,Ken Nicholson,N,1994-12-02,3.0,software engineering,25.0,1.45,0.057999999999999996,creative,Castleberry,Texas
3621,Dorothea Bieren,F,1952-12-19,7.0,data analyst,12.0,11.38,0.9483333333333334,creative,Lower Grand Lagoon,Mississippi
3622,Bev Bolton,F,1974-01-10,1.0,backend engineer,18.0,4.39,0.24388888888888888,engineer,Hillandale,California
3623,Odis van der Pauw,N,2000-05-18,8.0,machine learning engineer,35.0,27.2,0.7771428571428571,engineer,Ashley Heights,Maine
3624,Jene Macias,F,1998-02-25,10.0,,,,,analytics,Norwood,Connecticut
3625,Lyle Hayes,M,1995-03-27,12.0,,,,,analytics,Prairie Home,Kentucky
3626,Mariko Pacheco,F,1979-03-19,8.0,data engineer,20.0,14.19,0.7095,analytics,Ash Flat,New Hampshire
3627,Bettyann Jansz,N,2001-12-06,6.0,data scientist,20.0,9.13,0.4565,creative,Standing Pine,Washington
3628,Deshawn Lutz,M,1968-07-03,8.0,data engineer,20.0,19.5,0.975,education,North Lakeville,Washington
3629,Song Ellis,F,1960-01-05,5.0,data analyst,12.0,11.01,0.9175,software developer,Fordland,North Carolina
3630,Shameka Woodward,F,1997-09-10,6.0,data scientist,20.0,1.54,0.077,engineer,Bennet village,Washington
3631,Felix Knoop,M,1965-04-12,10.0,ux/ui designer,15.0,9.12,0.608,creative,Weirton,Alabama
3632,Carlene Matthews,F,1984-02-12,6.0,,,,,financial services,Warsaw village,Montana
3633,Pamella van der Maden,F,1975-09-01,9.0,ux/ui designer,15.0,13.36,0.8906666666666666,analytics,Muldrow,Hawaii
3634,Camellia Miles,F,1994-11-25,0.0,iOS developer,27.0,21.0,0.7777777777777778,engineer,Endwell,Minnesota
3635,Victorina Paul,F,1985-01-22,4.0,ux/ui designer,15.0,6.26,0.41733333333333333,software developer,Prentice village,Oregon
3636,Wendell Cornelisgroeneveld,M,1956-05-22,1.0,ux/ui designer,15.0,8.23,0.5486666666666667,education,Dormont borough,Massachusetts
3637,Carry Timmer,F,1966-07-04,5.0,ux/ui designer,15.0,4.11,0.274,financial services,Kittredge,Kansas
3638,Shawnda Boyer,F,1960-01-06,2.0,iOS developer,27.0,25.44,0.9422222222222223,creative,Alsen,Colorado
3639,Temple Eaton,F,1994-03-02,2.0,data engineer,20.0,13.15,0.6575,education,Pontiac,Arkansas
3640,Veronica de Boef,F,1998-02-23,5.0,,,,,financial services,Mount Joy borough,New York
3641,Janita van Kouwenhove,F,1986-03-11,3.0,data engineer,20.0,18.69,0.9345000000000001,analytics,East Cathlamet,Idaho
3642,Lindy van der Helm,F,1942-12-02,13.0,frontend engineer,20.0,18.57,0.9285,analytics,Prestonville,Virginia
3643,Hal Laponder,M,1980-12-14,5.0,backend engineer,18.0,15.1,0.8388888888888889,software developer,Vansant,Massachusetts
3644,Lacy Edwards,F,1960-11-14,7.0,data scientist,20.0,14.62,0.731,creative,Olsburg,Vermont
3645,Rudy Doorn,M,1954-06-01,6.0,android developer,27.0,26.02,0.9637037037037037,financial services,Westover Hills,Hawaii
3646,Alton Dircks,M,1969-10-03,2.0,android developer,27.0,18.68,0.6918518518518518,education,Amory,Tennessee
3647,Ron Verkerk,M,1969-03-24,3.0,frontend engineer,20.0,6.69,0.3345,creative,Canton borough,Mississippi
3648,Kathyrn Taets,F,1969-07-11,9.0,data scientist,20.0,14.15,0.7075,analytics,Encinal,Kansas
3649,Andy Bolton,M,1998-05-11,10.0,software engineering,25.0,12.93,0.5172,HR,Rotan,Utah
3650,Samual de Looss,M,1953-05-07,1.0,backend engineer,18.0,0.23,0.012777777777777779,HR,Boyle,North Carolina
3651,Arlena Pontmann,F,1963-03-06,2.0,data analyst,12.0,4.25,0.3541666666666667,financial services,Nashua,Alaska
3652,Gus Klarenbos,M,1964-03-28,0.0,data analyst,12.0,4.81,0.4008333333333333,education,Tullos,Utah
3653,Zackary Vernede,N,1973-03-11,6.0,frontend engineer,20.0,2.26,0.11299999999999999,financial services,Hazelwood,Wyoming
3654,Merrill Gay,N,1983-12-07,1.0,machine learning engineer,35.0,2.85,0.08142857142857143,education,St. Augustine,Arizona
3655,Hosea Bowman,M,1994-11-16,1.0,ux/ui designer,15.0,5.41,0.3606666666666667,education,Richfield,Tennessee
3656,Sherron Hasselman,F,1967-07-15,5.0,backend engineer,18.0,5.4,0.30000000000000004,engineer,Groves,New Mexico
3657,Ladawn van Couwenhoven,F,1971-09-01,15.0,frontend engineer,20.0,7.33,0.3665,creative,Fairmont,Nebraska
3658,Rodger Siteur,M,2002-01-09,0.0,software engineering,25.0,11.71,0.46840000000000004,student,Kennard village,North Carolina
3659,Leroy Cornelissen,M,2000-10-27,11.0,machine learning engineer,35.0,29.59,0.8454285714285714,software developer,Hanford,Alaska
3660,Nida Alston,F,1984-11-07,4.0,machine learning engineer,35.0,25.24,0.7211428571428571,financial services,Burnham village,Nevada
3661,Enedina Gallegos,N,1993-03-22,11.0,frontend engineer,20.0,12.22,0.611,HR,Century Village,Alaska
3662,Doreatha Denhartog,N,1971-04-16,2.0,data analyst,12.0,9.59,0.7991666666666667,creative,Conception Junction,Vermont
3663,Verla Rice,F,1949-06-10,12.0,android developer,27.0,14.1,0.5222222222222223,financial services,Suwanee,Tennessee
3664,Tennie Finch,F,1943-05-29,6.0,android developer,27.0,15.64,0.5792592592592593,software developer,New Home,Louisiana
3665,Lorenzo Fischer,M,1989-06-30,0.0,data scientist,20.0,19.41,0.9705,HR,Keota,Kentucky
3666,Ricky Carpenter,M,1983-06-27,0.0,data engineer,20.0,8.27,0.4135,creative,Decatur,New Mexico
3667,Blaine Bush,N,1981-04-13,11.0,data engineer,20.0,19.24,0.962,analytics,Altoona,Arizona
3668,Janae Voorma,F,1947-02-13,11.0,software engineering,25.0,13.74,0.5496,engineer,Black Mountain,Arkansas
3669,Ned Richard,M,1972-12-23,11.0,data scientist,20.0,18.45,0.9225,analytics,Bennettsville,New Jersey
3670,Lashawna Parsons,F,1960-05-07,7.0,data scientist,20.0,5.19,0.2595,financial services,Sullivan,Arkansas
3671,Jame Wilkerson,M,1963-10-01,15.0,android developer,27.0,13.46,0.4985185185185185,software developer,Steen,South Dakota
3672,Clementina Wiley,F,1982-02-10,6.0,,,,,financial services,Oelrichs,North Carolina
3673,Darryl van Liefland,M,1979-05-14,12.0,data engineer,20.0,18.06,0.9029999999999999,financial services,Flint Hill,Rhode Island
3674,Jimmy Ho,N,1978-03-12,12.0,data scientist,20.0,18.9,0.945,engineer,Twisp,Alaska
3675,Retta Witt,F,1976-08-15,5.0,android developer,27.0,19.92,0.7377777777777779,software developer,Lansdale borough,Tennessee
3676,Amber Arisdr,N,1987-12-25,9.0,frontend engineer,20.0,11.35,0.5675,analytics,Clayton,Michigan
3677,Alfonso Hoover,M,2001-10-16,0.0,,,,,analytics,Bayvillage,Georgia
3678,Augusta van Roy,F,1986-05-17,1.0,backend engineer,18.0,9.16,0.508888888888889,software developer,Tonawanda,Pennsylvania
3679,Tyron van Bolswaerd,M,1954-03-21,15.0,android developer,27.0,0.77,0.02851851851851852,HR,Kinmundy,Arizona
3680,Alonzo Bryan,M,1946-11-28,1.0,data scientist,20.0,16.11,0.8055,analytics,Pacific,Wisconsin
3681,Charita Vincent,F,2004-10-03,1.0,machine learning engineer,35.0,0.33,0.009428571428571429,student,Osage,Kansas
3682,Jeanett Kent,F,1985-10-03,0.0,machine learning engineer,35.0,10.98,0.3137142857142857,engineer,McCleary,Louisiana
3683,Anderson Hyde,N,1959-03-13,9.0,,,,,software developer,Blanca,New Jersey
3684,Fritz Goldbaum,M,1942-10-18,12.0,iOS developer,27.0,27.16,1.005925925925926,engineer,Suring village,Kentucky
3685,Geneva Clark,F,1954-06-29,4.0,data engineer,20.0,20.83,1.0414999999999999,engineer,Knox,Oregon
3686,Ellis Gamble,M,1966-06-21,11.0,,,,,software developer,Jamison,Illinois
3687,Janette de Wolf,N,1988-11-20,9.0,data scientist,20.0,6.54,0.327,education,Herndon borough,South Dakota
3688,Belen Young,F,1978-11-26,12.0,machine learning engineer,35.0,33.59,0.9597142857142859,education,Blakesburg,Maine
3689,Lionel van Helden,M,1954-10-13,5.0,backend engineer,18.0,12.5,0.6944444444444444,creative,Seaford,New Hampshire
3690,Tayna Fransdr,F,1966-10-09,11.0,data analyst,12.0,7.5,0.625,HR,Pueblo,North Carolina
3691,Emerita van Keeken,F,1965-03-10,0.0,,,,,creative,Driftwood borough,Georgia
3692,Robbie Vega,N,1969-02-20,8.0,data analyst,12.0,4.52,0.37666666666666665,analytics,Drexel,Minnesota
3693,Rick Choi,N,1954-03-05,10.0,ux/ui designer,15.0,7.03,0.4686666666666667,engineer,Salix,North Dakota
3694,Wallace Manning,N,1947-06-08,3.0,software engineering,25.0,21.14,0.8456,financial services,Cherryland,Arizona
3695,Alda Buddingh,F,1964-10-20,1.0,data engineer,20.0,8.65,0.4325,HR,Twin,Alaska
3696,James Sharp,N,1979-06-30,13.0,iOS developer,27.0,17.1,0.6333333333333334,creative,Gifford village,Pennsylvania
3697,Altha Moon,F,1995-08-26,4.0,data analyst,12.0,9.54,0.7949999999999999,engineer,Benicia,North Dakota
3698,Pierre Crawford,M,1984-11-02,12.0,data scientist,20.0,3.87,0.1935,education,Nephi,Indiana
3699,Latonya Witt,F,1995-12-18,15.0,android developer,27.0,18.64,0.6903703703703704,HR,Greer,Texas
3700,Cinthia Rietveld,N,1946-01-10,1.0,machine learning engineer,35.0,34.44,0.984,HR,Purcell,Hawaii
3701,Freddie Ewing,M,1984-12-24,0.0,data scientist,20.0,6.77,0.33849999999999997,software developer,Klingers,New York
3702,Gaynell Shah,N,1944-09-20,7.0,data scientist,20.0,7.34,0.367,creative,Delta Junction,Florida
3703,Arnold Griffith,M,1996-11-17,14.0,android developer,27.0,2.56,0.09481481481481481,HR,Wade,Michigan
3704,Arnulfo Barron,M,1953-12-30,0.0,data engineer,20.0,18.65,0.9324999999999999,HR,Borup,South Carolina
3705,Mario Cox,F,1991-09-26,10.0,frontend engineer,20.0,14.08,0.704,engineer,Unionville village,Colorado
3706,Timothy Mays,N,2003-02-23,5.0,machine learning engineer,35.0,21.67,0.6191428571428572,student,Clairton,Nebraska
3707,Alica Brugman,N,1997-04-10,0.0,ux/ui designer,15.0,15.77,1.0513333333333332,education,Pesotum village,Michigan
3708,Thaddeus Price,N,1983-05-08,8.0,data analyst,12.0,9.91,0.8258333333333333,financial services,Copenhagen village,Delaware
3709,Jeromy Randolph,N,1943-06-26,13.0,iOS developer,27.0,16.52,0.6118518518518519,software developer,Theodosia village,Florida
3710,Tanya Auderegg,N,2001-10-01,15.0,machine learning engineer,35.0,14.02,0.4005714285714286,education,McCallsburg,Idaho
3711,Bert Morgan,M,1942-08-18,10.0,iOS developer,27.0,17.5,0.6481481481481481,software developer,Fordsville,Maryland
3712,Terica Wolff,F,1958-04-30,5.0,ux/ui designer,15.0,15.24,1.016,creative,Garrett,Kansas
3713,Sherril Hoyuers,F,1961-09-29,15.0,frontend engineer,20.0,2.38,0.119,engineer,Rendville village,Washington
3714,Zachariah Riley,M,1943-06-24,3.0,data analyst,12.0,12.08,1.0066666666666666,financial services,Madeira,New Mexico
3715,Briana Wermeskerken,F,1963-05-15,12.0,iOS developer,27.0,21.39,0.7922222222222223,HR,Lydia,North Carolina
3716,Despina Koenen,F,1982-12-15,4.0,data scientist,20.0,8.68,0.434,financial services,Westvillage,Kentucky
3717,Emmitt Sharpe,M,1978-04-12,8.0,data scientist,20.0,3.15,0.1575,analytics,Ashley Heights,Delaware
3718,Damion Ramsey,M,1973-01-13,12.0,data scientist,20.0,4.28,0.21400000000000002,education,Lilly,Massachusetts
3719,Hayley Seest,N,1944-07-02,9.0,ux/ui designer,15.0,8.84,0.5893333333333334,HR,Cotton Valley,Kentucky
3720,Gino van Malsen,N,1968-09-04,14.0,data scientist,20.0,9.27,0.46349999999999997,HR,Lake Hart,Tennessee
3721,Corrinne Waterbloem,F,1961-09-04,0.0,android developer,27.0,13.11,0.4855555555555555,HR,Maxwell,Montana
3722,Cecille de Berg,F,1964-08-09,7.0,frontend engineer,20.0,8.75,0.4375,analytics,Bostic,Mississippi
3723,Lena van Helden,F,1961-12-10,0.0,data scientist,20.0,11.08,0.554,software developer,Markham,Georgia
3724,Ricardo Kox,M,1951-06-08,9.0,data analyst,12.0,5.45,0.45416666666666666,financial services,Naches,Vermont
3725,Lia van Beek,N,1978-05-04,6.0,frontend engineer,20.0,4.59,0.22949999999999998,financial services,Bowdle,Tennessee
3726,Willian Collins,M,1958-12-13,2.0,iOS developer,27.0,20.64,0.7644444444444445,creative,Evansville,Utah
3727,Gregory Olsen,M,1995-07-04,6.0,ux/ui designer,15.0,0.03,0.002,engineer,Saco,Oklahoma
3728,Cristy Bakker,F,1960-02-01,6.0,data engineer,20.0,7.09,0.3545,creative,Westlake Village,Oregon
3729,Thersa Ho,N,1995-02-15,8.0,data scientist,20.0,15.78,0.7889999999999999,financial services,Bozeman,Virginia
3730,Reid Henckes,M,1992-05-14,6.0,backend engineer,18.0,12.29,0.6827777777777777,analytics,Port Salerno,Illinois
3731,Arnita Bauer,F,1949-11-02,9.0,data analyst,12.0,0.42,0.034999999999999996,financial services,Woodstock,Minnesota
3732,Jannie van Keeken,F,1950-11-21,0.0,data engineer,20.0,19.71,0.9855,financial services,North Sioux,Maine
3733,Claud Donaldson,M,1962-04-26,9.0,frontend engineer,20.0,19.62,0.9810000000000001,software developer,White Center,Ohio
3734,Earnest Stephens,M,1943-02-14,2.0,backend engineer,18.0,14.72,0.8177777777777778,creative,Moraine,Nevada
3735,Reina Woerst,F,1984-03-07,0.0,,,,,engineer,Ferron,California
3736,Solange Wijkniet,F,1976-04-17,12.0,iOS developer,27.0,6.21,0.23,HR,Meadowlands,Louisiana
3737,Phillip Wilcox,M,1971-10-07,5.0,software engineering,25.0,25.13,1.0051999999999999,software developer,Elbe,Oklahoma
3738,Vicky Carson,N,1945-04-21,0.0,backend engineer,18.0,0.76,0.042222222222222223,education,Wrangell,Kansas
3739,Daron Pitts,M,1947-01-08,4.0,ux/ui designer,15.0,7.58,0.5053333333333333,financial services,Mosier,Arizona
3740,Syreeta Haas,F,1971-09-25,10.0,data engineer,20.0,6.65,0.3325,engineer,Shuqualak,Wyoming
3741,Jeannine de Man,F,2004-05-22,14.0,data engineer,20.0,14.46,0.7230000000000001,student,Volo village,New York
3742,Raul Miedema,M,1965-07-14,7.0,machine learning engineer,35.0,26.98,0.7708571428571429,HR,Lincoln Beach,New Hampshire
3743,Donald Mcmahon,N,1964-11-24,12.0,machine learning engineer,35.0,18.39,0.5254285714285715,analytics,Thornburg borough,New Mexico
3744,Olin Stoeckmann,M,1946-01-18,13.0,data scientist,20.0,16.62,0.8310000000000001,software developer,Economy borough,West Virginia
3745,Gregorio Justice,M,1943-01-11,0.0,frontend engineer,20.0,7.9,0.395,creative,Heckscherville,Virginia
3746,Burton Mueller,N,1975-12-19,8.0,iOS developer,27.0,14.85,0.5499999999999999,analytics,Bicknell,New Jersey
3747,Suzanna Marsh,N,1967-04-22,0.0,machine learning engineer,35.0,21.66,0.6188571428571429,software developer,Republic village,Nebraska
3748,Katelynn Vedder,F,1964-03-06,11.0,backend engineer,18.0,8.85,0.49166666666666664,software developer,St. Ignatius,Tennessee
3749,Bo Howard,M,1955-02-02,8.0,data scientist,20.0,9.5,0.475,software developer,Burton village,Michigan
3750,Derrick Durham,M,1990-06-26,6.0,frontend engineer,20.0,7.2,0.36,analytics,Wyoming borough,Minnesota
3751,Georgene Fowler,F,1978-05-27,13.0,,,,,financial services,Renville,Arizona
3752,Demetria Moon,F,1968-02-11,7.0,software engineering,25.0,4.02,0.16079999999999997,financial services,Cazenovia village,Kentucky
3753,Asuncion Hays,F,1943-05-01,11.0,iOS developer,27.0,15.82,0.585925925925926,financial services,Sunburg,California
3754,Shawn Renes,M,1996-09-14,15.0,,,,,engineer,Iron Junction,Virginia
3755,Rowena Lancaster,N,1995-07-10,15.0,data scientist,20.0,11.97,0.5985,education,Eutawville,North Carolina
3756,Tory Rhodes,N,1963-07-10,6.0,data scientist,20.0,3.61,0.1805,creative,Amber,Florida
3757,Randy Godijn,N,2000-04-17,11.0,,,,,analytics,Flaxville,South Carolina
3758,Ira Pearson,M,1983-07-04,5.0,data engineer,20.0,12.76,0.638,financial services,Michiana Shores,New Mexico
3759,Sena Harrell,N,1944-06-06,13.0,backend engineer,18.0,13.59,0.755,education,Menasha,Oregon
3760,Lois Thomas,F,1991-01-13,10.0,frontend engineer,20.0,7.14,0.357,engineer,Vandenberg Village,Rhode Island
3761,Brad Hall,N,1974-01-08,13.0,machine learning engineer,35.0,33.56,0.958857142857143,analytics,Roebuck,Florida
3762,Tonda Plasberg,N,1951-09-15,0.0,,,,,software developer,Freedom,Colorado
3763,Jasmine Lang,N,2002-09-10,9.0,machine learning engineer,35.0,22.81,0.6517142857142857,student,Smithsburg,Georgia
3764,Bernetta Howard,F,1981-10-10,4.0,data scientist,20.0,12.24,0.612,financial services,Redan,Louisiana
3765,Jude Bosschaert,F,2000-07-28,3.0,iOS developer,27.0,8.73,0.32333333333333336,HR,Pomaria,Kansas
3766,Kenny van der Woude,N,1980-06-02,6.0,machine learning engineer,35.0,6.01,0.1717142857142857,analytics,Lilly,Tennessee
3767,Lauralee Schouten,F,1985-12-13,7.0,android developer,27.0,10.43,0.3862962962962963,engineer,Cuartelez,Washington
3768,Lynetta Powell,F,1956-07-23,0.0,android developer,27.0,16.29,0.6033333333333333,education,Park Rapids,Montana
